
C79E  78        SEI 
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0416 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0415 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0414 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0413 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0412 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0411 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0410 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 040F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 040E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 040D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 040C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 040B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 040A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0409 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0408 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0407 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0406 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0405 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0404 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0403 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0402 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0400 @ 0401 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7BE  C6 01     DEC $01 = 04
C7C0  10 F7     BPL $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0300 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03FF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03FE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03FD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03FC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03FB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03FA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03F0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03EF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03EE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03ED = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03EC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03EB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03EA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03E0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03DF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03DE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03DD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03DC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03DB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03DA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03D0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03CF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03CE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03CD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03CC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03CB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03CA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03C0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03BF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03BE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03BD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03BC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03BB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03BA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03B0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03AF = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03AE = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03AD = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03AC = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03AB = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03AA = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A9 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A8 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A7 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A6 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A5 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A4 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A3 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A2 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A1 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 03A0 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 039F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 039E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 039D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 039C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 039B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 039A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0399 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0398 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0397 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0396 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0395 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0394 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0393 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0392 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0391 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0390 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 038F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 038E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 038D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 038C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 038B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 038A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0389 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0388 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0387 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0386 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0385 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0384 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0383 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0382 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0381 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0380 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 037F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 037E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 037D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 037C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 037B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 037A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0379 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0378 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0377 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0376 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0375 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0374 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0373 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0372 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0371 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0370 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 036F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 036E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 036D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 036C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 036B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 036A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0369 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0368 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0367 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0366 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0365 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0364 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0363 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0362 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0361 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0360 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 035F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 035E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 035D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 035C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 035B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 035A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0359 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0358 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0357 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0356 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0355 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0354 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0353 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0352 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0351 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0350 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 034F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 034E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 034D = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 034C = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 034B = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 034A = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0349 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0348 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0347 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0346 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0345 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0344 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0343 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0342 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0341 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 0340 = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 033F = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
C7B9  91 00     STA ($00),Y = 0300 @ 033E = 00
C7BB  88        DEY 
C7BC  D0 FB     BNE $C7B9
